"","SN","Id","tree_id","location","species","UTM","X","Y","district","forest_type","dev_status","density","quality","crown","st_ht","cr_ht","Ht","dbh","Hx","Dx","v_ob","Vol_tree","x","y","predictions","pred_model1","pred_sm","pred_fit"
"1001",1001,47,"54dn","balchaur","sal",44,521033,3165147,"kailali","sal asna",4,70,1,1,64,11.7,32.5,56,2.8,52.1,0.221099163,3.161840702,0.0861538461538462,52.1,61.8896083806306,61.8896083806306,53.6624546192096,0.941800756198284
"1002",1002,47,"54dn","balchaur","sal",44,521033,3165147,"kailali","sal asna",4,70,1,1,64,11.7,32.5,56,1.8,54,0.118827238,3.161840702,0.0553846153846154,54,63.8752416861651,63.8752416861651,56.5377602742776,1.03235605817041
"1003",1003,47,"54dn","balchaur","sal",44,521033,3165147,"kailali","sal asna",4,70,1,1,64,11.7,32.5,56,1.3,56,0.129920659,3.161840702,0.04,56,64.8680583389324,64.8680583389324,60.8479033697736,1.0909375543754
"1004",1004,47,"54dn","balchaur","sal",44,521033,3165147,"kailali","sal asna",4,70,1,1,64,11.7,32.5,56,0.8,59,0.157277038,3.161840702,0.0246153846153846,59,65.8608749916996,65.8608749916996,68.2115239925899,1.15990273705252
"1005",1005,47,"54dn","balchaur","sal",44,521033,3165147,"kailali","sal asna",4,70,1,1,64,11.7,32.5,56,0.3,67.3,0.063069049,3.161840702,0.00923076923076923,67.3,66.8536916444669,66.8536916444669,79.4824851542358,1.24048366169244
"1006",1006,47,"54dn","balchaur","sal",44,521033,3165147,"kailali","sal asna",4,70,1,1,64,11.7,32.5,56,0.15,78.6,3.224909751,3.161840702,0.00461538461538461,78.6,67.1515366402971,67.1515366402971,83.7533574280221,1.26711699200311
"1007",1007,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,29.8,0,0.001246861,3.040759173,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1008",1008,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,28,4.2,0.007194035,3.040759173,0.939597315436242,4.2,6.814270628194,6.814270628194,5.89551755516619,0.117467948991873
"1009",1009,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,26,8.6,0.003415596,3.040759173,0.87248322147651,8.6,11.1453499859035,11.1453499859035,11.4179597616341,0.204993793985201
"1010",1010,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,25.5,10,0.020594889,3.040759173,0.855704697986577,10,12.2281198253309,12.2281198253309,12.7176740257211,0.222874457666604
"1011",1011,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,24,15.8,0.047660482,3.040759173,0.805369127516778,15.8,15.476429343613,15.476429343613,16.4643308133859,0.273666561395474
"1012",1012,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,22,18.9,0.024175596,3.040759173,0.738255033557047,18.9,19.8075087013226,19.8075087013226,21.2011307091551,0.343954941694724
"1013",1013,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,21,20,0.029585718,3.040759173,0.704697986577181,20,21.9730483801773,21.9730483801773,23.4966222067708,0.382456810948825
"1014",1014,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,20,21.2,0.112162693,3.040759173,0.671140939597315,21.2,24.1385880590321,24.1385880590321,25.7469663921539,0.423358264946951
"1015",1015,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,18,28.15,0.174893254,3.040759173,0.604026845637584,28.15,28.4696674167416,28.4696674167416,30.1057882201583,0.510002643064797
"1016",1016,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,16,35.1,0.181251513,3.040759173,0.536912751677852,35.1,32.8007467744511,32.8007467744511,34.2647469810398,0.596237112066087
"1017",1017,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,14,36.5,0.231551326,3.040759173,0.469798657718121,36.5,37.1318261321606,37.1318261321606,38.2109934626701,0.672229774330424
"1018",1018,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,12,40.2,0.270787876,3.040759173,0.402684563758389,40.2,41.4629054898701,41.4629054898701,41.9307375951052,0.729563940855787
"1019",1019,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,10,42.8,0.30717587,3.040759173,0.335570469798658,42.8,45.7939848475797,45.7939848475797,45.3664994930777,0.764834273515092
"1020",1020,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,8,45.6,0.337536111,3.040759173,0.268456375838926,45.6,50.1250642052892,50.1250642052892,48.3995474742287,0.783242927312787
"1021",1021,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,6,47.1,0.377704116,3.040759173,0.201342281879195,47.1,54.4561435629987,54.4561435629987,50.9065704194963,0.802195692641436
"1022",1022,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,4,50.9,0.254952516,3.040759173,0.134228187919463,50.9,58.7872229207082,58.7872229207082,52.7642572098188,0.854898137538305
"1023",1023,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,2.8,53.1,0.231244637,3.040759173,0.0939597315436242,53.1,61.3858705353339,61.3858705353339,53.5161404573323,0.923687087730843
"1024",1024,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,1.8,55.4,0.127225252,3.040759173,0.0604026845637584,55.4,63.5514102141887,63.5514102141887,55.6491185235824,1.01529829435442
"1025",1025,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,1.3,58.4,0.136942894,3.040759173,0.0436241610738255,58.4,64.634180053616,64.634180053616,59.5892941446372,1.07624661907121
"1026",1026,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,0.8,59.7,0.163457939,3.040759173,0.0268456375838926,59.7,65.7169498930434,65.7169498930434,66.9220830784218,1.14921521318883
"1027",1027,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,0.3,69,0.066214475,3.040759173,0.0100671140939597,69,66.7997197324708,66.7997197324708,78.7551020155189,1.2357830110588
"1028",1028,48,"57dn","balchaur","sal",44,520963,3165214,"kailali","sal asna",4,70,1,1,72,16.3,29.8,58.4,0.15,80.5,3.106973649,3.040759173,0.00503355704697987,80.5,67.124550684299,67.124550684299,83.3481412425361,1.26465503459605
"1029",1029,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,24.8,0,0.000950304,3.339348018,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1030",1030,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,24,5.5,0.009463769,3.339348018,0.967741935483871,5.5,4.99801154270291,4.99801154270291,3.39797337109319,0.0669271699968519
"1031",1031,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,22,9.5,0.002241264,3.339348018,0.887096774193548,9.5,10.2022923838216,10.2022923838216,10.26179860358,0.188541907469457
"1032",1032,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,21.7,10,0.022302804,3.339348018,0.875,10,10.9829345099894,10.9829345099894,11.2204999378605,0.202227739737111
"1033",1033,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,20,15.3,0.037253478,3.339348018,0.806451612903226,15.3,15.4065732249403,15.4065732249403,16.3858406295766,0.272581906534439
"1034",1034,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,18,15.5,0.032684362,3.339348018,0.725806451612903,15.5,20.610854066059,20.610854066059,22.0578498253044,0.35794473454598
"1035",1035,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,16.7,20,0.058927629,3.339348018,0.673387096774194,20,23.9936366127861,23.9936366127861,25.5977806741287,0.420553427707426
"1036",1036,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,15.8,35.6,0.251583886,3.339348018,0.637096774193548,35.6,26.3355629912896,26.3355629912896,27.9821925137413,0.466791667390116
"1037",1037,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,12,43.8,0.309707919,3.339348018,0.483870967741935,43.8,36.2236965894151,36.2236965894151,37.4018146072216,0.657611777100157
"1038",1038,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,13.8,44,0.272446273,3.339348018,0.556451612903226,44,31.5398438324082,31.5398438324082,33.0753317479488,0.571747531827683
"1039",1039,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,10,45,0.268394681,3.339348018,0.403225806451613,45,41.4279774305338,41.4279774305338,41.9017283980278,0.729190035650615
"1040",1040,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,8.4,47.4,0.499463747,3.339348018,0.338709677419355,47.4,45.5914021034287,45.5914021034287,45.2138130833867,0.763641660629219
"1041",1041,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,4.15,56.1,0.339685958,3.339348018,0.167338709677419,56.1,56.6504988908059,56.6504988908059,51.9366658304669,0.821874751580984
"1042",1042,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,2.8,57.1,0.276556455,3.339348018,0.112903225806452,57.1,60.1633884585611,60.1633884585611,53.1986386741574,0.886616323590197
"1043",1043,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,6.1,57.3,0.492409509,3.339348018,0.245967741935484,57.3,51.5763250707152,51.5763250707152,49.3043152671164,0.788247493493395
"1044",1044,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,0.8,59,0.185972088,3.339348018,0.032258064516129,59,65.3676692996798,65.3676692996798,64.1183195134704,1.12426938269735
"1045",1045,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,1.3,59,0.136694519,3.339348018,0.0524193548387097,59,64.0665990894001,64.0665990894001,57.1709736342425,1.04289453433489
"1046",1046,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,1.8,61.5,0.142609374,3.339348018,0.0725806451612903,61.5,62.7655288791204,62.7655288791204,54.283811478569,0.977749164246742
"1047",1047,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,0.3,77.4,0.089912381,3.339348018,0.0120967741935484,77.4,66.6687395099594,66.6687395099594,77.0475387225914,1.2245328147963
"1048",1048,49,"59dn","balchaur","sal",44,521157,3165184,"kailali","sal asna",4,70,1,1,76,14.8,24.8,59,0.15,96.3,3.429260399,3.339348018,0.00604838709677419,96.3,67.0590605730433,67.0590605730433,82.3800623808045,1.25872108414438
"1049",1049,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,31.15,0,0.001040465,4.992627108,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1050",1050,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,30,4.8,0.007247441,4.992627108,0.963081861958267,4.8,5.29874045166,5.29874045166,3.81983404051471,0.0761072574707384
"1051",1051,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,28.5,10,0.004382589,4.992627108,0.914927768860353,10,8.40627251088336,8.40627251088336,7.991311511292,0.15377484119724
"1052",1052,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,28,11.1,0.027347543,4.992627108,0.898876404494382,11.1,9.44211653062448,9.44211653062448,9.31224369796598,0.174467698784667
"1053",1053,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,26,15,0.031067049,4.992627108,0.834670947030498,15,13.585492609589,13.585492609589,14.308969818907,0.244352155178161
"1054",1054,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,25,20,0.026650945,4.992627108,0.802568218298555,20,15.6571806490712,15.6571806490712,16.6670507223142,0.276476472835514
"1055",1055,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,24,22.9,0.1112907,4.992627108,0.770465489566613,22.9,17.7288686885535,17.7288686885535,18.9559297445475,0.309284171767827
"1056",1056,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,22.1,31.1,0.209077702,4.992627108,0.709470304975923,31.1,21.6650759635697,21.6650759635697,23.1728851402608,0.376828681039871
"1057",1057,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,18,39.3,0.253832807,4.992627108,0.57784911717496,39.3,30.1589969254469,30.1589969254469,31.7524653991719,0.544218664694014
"1058",1058,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,20,39.6,0.244459749,4.992627108,0.642054574638844,39.6,26.0156208464824,26.0156208464824,27.6597380045702,0.460376047870016
"1059",1059,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,16,43.1,0.32390852,4.992627108,0.513643659711076,43.1,34.3023730044114,34.3023730044114,35.6576911258357,0.624237479810701
"1060",1060,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,14,45.5,0.345053721,4.992627108,0.449438202247191,45.5,38.4457490833759,38.4457490833759,39.3641652204192,0.691881075835646
"1061",1061,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,12,48.2,0.401411446,4.992627108,0.385232744783307,48.2,42.5891251623404,42.5891251623404,42.8560094760201,0.740827728094558
"1062",1062,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,10,52.8,0.446272066,4.992627108,0.321027287319422,52.8,46.7325012413048,46.7325012413048,46.0621631676183,0.769866966360077
"1063",1063,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,8,53.8,0.480702906,4.992627108,0.256821829855538,53.8,50.8758773202693,50.8758773202693,48.875297915297,0.785781136588552
"1064",1064,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,6,56.8,0.603833998,4.992627108,0.192616372391653,56.8,55.0192533992338,55.0192533992338,51.1874502381844,0.806226962656826
"1065",1065,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,2.8,63.5,0.341525816,4.992627108,0.0898876404494382,63.5,61.648655125577,61.648655125577,53.583526080709,0.932914908678808
"1066",1066,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,4,66.8,0.400281605,4.992627108,0.128410914927769,66.8,59.1626294781983,59.1626294781983,52.8906566554088,0.862617108099019
"1067",1067,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,1.8,68.3,0.193659731,4.992627108,0.057784911717496,68.3,63.7203431650592,63.7203431650592,56.0853202759779,1.02407675270257
"1068",1068,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,1.3,72.1,0.224605666,4.992627108,0.0417335473515249,72.1,64.7561871848003,64.7561871848003,60.2254170443317,1.08383953569758
"1069",1069,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,0.8,79,0.314974644,4.992627108,0.0256821829855538,79,65.7920312045414,65.7920312045414,67.5846598550627,1.15476036546408
"1070",1070,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,0.3,99,0.131751035,4.992627108,0.00963081861958266,99,66.8278752242826,66.8278752242826,79.1328084045943,1.23823044567793
"1071",1071,50,"60dn","balchaur","sal",44,521119,3165175,"kailali","sal asna",4,70,1,1,70,9.8,31.15,72.1,0.15,112.1,5.124378143,4.992627108,0.00481540930979133,112.1,67.1386284302049,67.1386284302049,83.5590686631351,1.26593813525027
"1072",1072,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,22.2,0,0.00332088,1.694853426,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1073",1073,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,20,6.2,0.008827615,1.694853426,0.900900900900901,6.2,9.31146953714363,9.31146953714363,9.1473940970835,0.171961662741806
"1074",1074,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,18,8.6,0.008880549,1.694853426,0.810810810810811,8.6,15.125260747042,15.125260747042,16.0689295800281,0.268219932469892
"1075",1075,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,16.7,10,0.012567846,1.694853426,0.752252252252252,10,18.9042250334759,18.9042250334759,20.2306798779637,0.328629546436477
"1076",1076,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,16,18.9,0.038655097,1.694853426,0.720720720720721,18.9,20.9390519569403,20.9390519569403,22.4061100035757,0.363759749281544
"1077",1077,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,15,20,0.029577223,1.694853426,0.675675675675676,20,23.8459475618895,23.8459475618895,25.445562436101,0.417704728978209
"1078",1078,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,14,26,0.119141388,1.694853426,0.630630630630631,26,26.7528431668387,26.7528431668387,28.4011616929841,0.475192953205171
"1079",1079,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,12,29,0.147480859,1.694853426,0.540540540540541,29,32.5666343767371,32.5666343767371,34.0452612037476,0.591749044204726
"1080",1080,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,10,32.2,0.174368958,1.694853426,0.45045045045045,32.2,38.3804255866354,38.3804255866354,39.3073295837141,0.69094822468483
"1081",1081,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,8,34.4,0.22754827,1.694853426,0.36036036036036,34.4,44.1942167965338,44.1942167965338,44.1377819732711,0.7542744419959
"1082",1082,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,6,41.4,0.275136497,1.694853426,0.27027027027027,41.4,50.0080080064322,50.0080080064322,48.3239344809717,0.782848430939292
"1083",1083,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,4,42.3,0.18144283,1.694853426,0.18018018018018,42.3,55.8217992163305,55.8217992163305,51.568256632575,0.813100756272429
"1084",1084,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,2.8,45.4,0.167683846,1.694853426,0.126126126126126,45.4,59.3100739422695,59.3100739422695,52.938696022727,0.865831416358834
"1085",1085,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,1.8,47,0.0889877,1.694853426,0.0810810810810811,47,62.2169695472187,62.2169695472187,53.8184463567763,0.95454939985923
"1086",1086,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,1.3,48.2,0.097085701,1.694853426,0.0585585585585586,48.2,63.6704173496933,63.6704173496933,55.9503680073886,1.02145536931618
"1087",1087,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,0.8,51.2,0.11414817,1.694853426,0.036036036036036,51.2,65.1238651521679,65.1238651521679,62.4189438639391,1.10766589138807
"1088",1088,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,0.3,56.5,0.043384567,1.694853426,0.0135135135135135,56.5,66.5773129546425,66.5773129546425,75.9032149279815,1.21681084710373
"1089",1089,51,"62dns","balchaur","sal",44,521103,3165173,"kailali","sal asna",4,70,1,1,68,3.5,22.2,48.2,0.15,64.6,1.738237993,1.694853426,0.00675675675675676,64.6,67.0133472953849,67.0133472953849,81.7170734423875,1.25461314697768
"1090",1090,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,32,0,0.013236657,4.34124796,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1091",1091,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,28,10,0.043037032,4.34124796,0.875,10,10.9829345099894,10.9829345099894,11.2204999378605,0.202227739737111
"1092",1092,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,26,17.8,0.020992781,4.34124796,0.8125,17.8,15.0162521618564,15.0162521618564,15.9457628193046,0.266531682377256
"1093",1093,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,25,20,0.047365474,4.34124796,0.78125,20,17.0329109877899,17.0329109877899,18.1935998437371,0.298108143331195
"1094",1094,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,24,23.7,0.143090613,4.34124796,0.75,23.7,19.0495698137234,19.0495698137234,20.3873398708896,0.331067430441664
"1095",1095,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,22,35.5,0.222447455,4.34124796,0.6875,35.5,23.0828874655904,23.0828874655904,24.6556646464188,0.403140710564161
"1096",1096,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,20,39.65,0.274140052,4.34124796,0.625,39.65,27.1162051174574,27.1162051174574,28.7645221889947,0.482534517692388
"1097",1097,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,18,43.8,0.308297386,4.34124796,0.5625,43.8,31.1495227693243,31.1495227693243,32.7035354140441,0.564027767821487
"1098",1098,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,14,44.4,0.309105851,4.34124796,0.4375,44.4,39.2161580730583,39.2161580730583,40.0305205732721,0.702519782702256
"1099",1099,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,16,44.8,0.31245359,4.34124796,0.5,44.8,35.1828404211913,35.1828404211913,36.4623272369942,0.639913950727742
"1100",1100,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,12,46.6,0.361240143,4.34124796,0.375,46.6,43.2494757249253,43.2494757249253,43.388880255004,0.7467238592846
"1101",1101,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,10,47,0.379370682,4.34124796,0.3125,47,47.2827933767923,47.2827933767923,46.4607629407664,0.772475307996476
"1102",1102,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,6,50.9,0.431643671,4.34124796,0.1875,50.9,55.3494286805263,55.3494286805263,51.3469285396405,0.80888140820825
"1103",1103,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,8,51.2,0.409357084,4.34124796,0.25,51.2,51.3161110286593,51.3161110286593,49.146641250244,0.787312441075379
"1104",1104,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,4,53.9,0.211537379,4.34124796,0.125,53.9,59.3827463323933,59.3827463323933,52.9620381651597,0.867454849265146
"1105",1105,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,3.1,55.5,0.399179999,4.34124796,0.096875,55.5,61.1977392757334,61.1977392757334,53.4713896673969,0.917368096029401
"1106",1106,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,1.6,60.8,0.087816666,4.34124796,0.05,60.8,64.2227275146336,64.2227275146336,57.7523970936261,1.05175228338638
"1107",1107,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,1.3,61.3,0.161393188,4.34124796,0.040625,61.3,64.8277251624137,64.8277251624137,60.619071582219,1.08836338922725
"1108",1108,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,0.8,66.8,0.205542258,4.34124796,0.025,66.8,65.8360545753804,65.8360545753804,67.9833683031488,1.15804233295891
"1109",1109,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,0.3,77.5,0.073170993,4.34124796,0.009375,77.5,66.8443839883472,66.8443839883472,79.3560450279763,1.23967029844263
"1110",1110,52,"6ktd","Gawalabari","sal",44,444234,3193732,"kanchanpur","sal",3,50,1,2,99,13.4,32,61.3,0.15,80.1,4.414418954,4.34124796,0.0046875,80.1,67.1468828122372,67.1468828122372,83.6832123607445,1.26669171634696
"1111",1111,53,"72dn","balchaur","sal",44,521193,3165154,"kailali","sal asna",4,70,1,1,104,17.5,41.2,108.5,41.2,0,0.0003963,11.19657371,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1112",1112,53,"72dn","balchaur","sal",44,521193,3165154,"kailali","sal asna",4,70,1,1,104,17.5,41.2,108.5,40,2.9,0.005316989,11.19657371,0.970873786407767,2.9,4.79590354887306,4.79590354887306,3.11253054397871,0.0605544463566474
