"","SN","Id","tree_id","location","species","UTM","X","Y","district","forest_type","dev_status","density","quality","crown","st_ht","cr_ht","Ht","dbh","Hx","Dx","v_ob","Vol_tree","x","y","predictions","pred_model1","pred_sm","pred_fit"
"524",524,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,20,20.3,0.071251655,2.056480994,0.746268656716418,20.3,19.2903648974169,19.2903648974169,20.6464528707208,0.335129706360129
"525",525,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,18,23.3,0.106203355,2.056480994,0.671641791044776,23.3,24.106266571288,24.106266571288,25.7137188698817,0.422732081423815
"526",526,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,16,26.2,0.109710447,2.056480994,0.597014925373134,26.2,28.922168245159,28.922168245159,30.5498773980705,0.519195277351327
"527",527,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,14,28,0.130658873,2.056480994,0.522388059701492,28,33.73806991903,33.73806991903,35.1372631596847,0.613887195085126
"528",528,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,12,31.1,0.173970969,2.056480994,0.447761194029851,31.1,38.5539715929011,38.5539715929011,39.4582108591214,0.69341607693864
"529",529,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,10,33.8,0.20955847,2.056480994,0.373134328358209,33.8,43.3698732667721,43.3698732667721,43.4852205429059,0.747743363275172
"530",530,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,7.9,37.4,0.197534261,2.056480994,0.294776119402985,37.4,48.4265700243367,48.4265700243367,47.2659691968738,0.777234561713982
"531",531,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,6.2,39.5,0.29230825,2.056480994,0.23134328358209,39.5,52.520086447127,52.520086447127,49.85879806481,0.791939936976037
"532",532,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,4,42.7,0.178813395,2.056480994,0.149253731343284,42.7,57.8175782883852,57.8175782883852,52.4111134943825,0.837798013820431
"533",533,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,2.8,44.4,0.110100111,2.056480994,0.104477611940299,44.4,60.7071192927078,60.7071192927078,53.3478957374939,0.901967627982871
"534",534,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,2.1,45.1,0.14528872,2.056480994,0.0783582089552239,45.1,62.3926848785627,62.3926848785627,53.9349090325545,0.961724710780168
"535",535,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,1.3,50.9,0.106648035,2.056480994,0.0485074626865672,50.9,64.3190455481111,64.3190455481111,58.1416911365016,1.05733511577753
"536",536,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,0.8,53.3,0.144444796,2.056480994,0.0298507462686567,53.3,65.5230209665788,65.5230209665788,65.3099247656732,1.13519356978209
"537",537,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,0.3,67.2,0.06826077,2.056480994,0.0111940298507463,67.2,66.7269963850466,66.7269963850466,77.797015139662,1.22950922118884
"538",538,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,0.15,84.1,2.124741764,2.056480994,0.00559701492537313,84.1,67.0881890105869,67.0881890105869,82.8079732168619,1.26135324708949
"539",539,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,34,0,0.005005725,5.258482951,0.995607613469985,0,3.19975344826072,3.19975344826072,0.801758840180085,0.00378191051891719
"540",540,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,32,7.7,0.008757167,5.258482951,0.937042459736457,7.7,6.97914334166464,6.97914334166464,6.11645428497033,0.12153035207349
"541",541,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,30,10,0.008806567,5.258482951,0.878477306002928,10,10.7585332350685,10.7585332350685,10.9465618655267,0.198362830669188
"542",542,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,29,12.8,0.0251159,5.258482951,0.849194729136164,12.8,12.6482281817705,12.6482281817705,13.2145018087178,0.229605123798041
"543",543,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,28,14.2,0.026916366,5.258482951,0.8199121522694,14.2,14.5379231284725,14.5379231284725,15.4028227082512,0.259129711024448
"544",544,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,26,20,0.04353397,5.258482951,0.761346998535871,20,18.3173130218764,18.3173130218764,19.5959779395457,0.318889918942469
"545",545,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,25.8,25.4,0.095992067,5.258482951,0.755490483162518,25.4,18.6952520112168,18.6952520112168,20.005086187413,0.325142707876537
"546",546,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,24,26.7,0.124335858,5.258482951,0.702781844802343,26.7,22.0967029152803,22.0967029152803,23.6263497786396,0.384730494031861
"547",547,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,22,29.5,0.151302494,5.258482951,0.644216691068814,29.5,25.8760928086842,25.8760928086842,27.5187849207788,0.457586142427232
"548",548,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,20,32.5,0.174279425,5.258482951,0.585651537335286,32.5,29.6554827020881,29.6554827020881,31.2648900145675,0.534058789509788
"549",549,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,18,34.1,0.19310879,5.258482951,0.527086383601757,34.1,33.434872595492,33.434872595492,34.8561271186562,0.608237132627917
"550",550,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,16,36,0.223703074,5.258482951,0.468521229868228,36,37.2142624888959,37.2142624888959,38.2839582916953,0.67351619381781
"551",551,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,14,39.4,0.27187238,5.258482951,0.4099560761347,39.4,40.9936523822999,40.9936523822999,41.5395116301724,0.724416872524044
"552",552,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,12,44.7,0.671033481,5.258482951,0.351390922401171,44.7,44.7730422757038,44.7730422757038,44.5883061998762,0.758405498320187
"553",553,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,8,59.2,0.598948966,5.258482951,0.234260614934114,59.2,52.3318220625116,52.3318220625116,49.7504002174962,0.791156376445023
"554",554,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,6,64.2,0.715616775,5.258482951,0.175695461200586,64.2,56.1112119559155,56.1112119559155,51.6998260999692,0.815954413051198
"555",555,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,3.9,67.5,0.396546636,5.258482951,0.114202049780381,67.5,60.0795713439896,60.0795713439896,53.1744860941736,0.884401627036695
"556",556,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,2.8,68,0.375648397,5.258482951,0.08199121522694,68,62.1582357853618,62.1582357853618,53.7851548041365,0.952203404125205
"557",557,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,9.55,69.55,0.507739278,5.258482951,0.279648609077599,69.55,49.4027948951236,49.4027948951236,47.9269580543995,0.7807819069135
"558",558,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,1.3,70.3,0.202816222,5.258482951,0.0380673499267936,70.3,64.9927782054147,64.9927782054147,61.5876437748415,1.0990062057531
"559",559,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,1.8,70.3,0.194069697,5.258482951,0.0527086383601757,70.3,64.0479307320637,64.0479307320637,57.1054311530565,1.04185112011515
"560",560,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,0.8,73.4,0.243333718,5.258482951,0.0234260614934114,73.4,65.9376256787657,65.9376256787657,68.9325463602144,1.16570154842347
"561",561,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,0.3,83.7,0.093867667,5.258482951,0.00878477306002928,83.7,66.8824731521167,66.8824731521167,79.876119158204,1.24300596616597
"562",562,26,"1ds","nigal","sal",44,443282,3196846,"kanchanpur","sal asna",4,60,2,1,69,9.8,34.15,70.3,0.15,94.5,5.352350618,5.258482951,0.00439238653001464,94.5,67.165927394122,67.165927394122,83.9709607362909,1.26843390025424
"563",563,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,29.2,0,0.009078935,4.10616604,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"564",564,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,26,8.5,0.003043819,4.10616604,0.89041095890411,8.5,9.98841782870714,9.98841782870714,9.99627706668822,0.18466424658552
"565",565,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,25,10,0.028994396,4.10616604,0.856164383561644,10,12.1984548982233,12.1984548982233,12.6824390308747,0.222395520212364
"566",566,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,24,19.4,0.006097337,4.10616604,0.821917808219178,19.4,14.4084919677395,14.4084919677395,15.2551933225527,0.257126743565374
"567",567,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,23.8,20,0.069668731,4.10616604,0.815068493150685,20,14.8504993816427,14.8504993816427,15.7580838713742,0.263966034643861
"568",568,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,22,24.2,0.126417102,4.10616604,0.753424657534247,24.2,18.8285661067718,18.8285661067718,20.149052124151,0.327364659495773
"569",569,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,20,32,0.161348225,4.10616604,0.684931506849315,32,23.2486402458041,23.2486402458041,24.8277348256622,0.406281616299207
"570",570,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,18,32.1,0.196854165,4.10616604,0.616438356164384,32.1,27.6687143848364,27.6687143848364,29.3143851027914,0.493731822215873
"571",571,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,16,40.1,0.29225457,4.10616604,0.547945205479452,40.1,32.0887885238687,32.0887885238687,33.5953492567923,0.582501179501824
"572",572,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,14,44,0.324064574,4.10616604,0.479452054794521,44,36.508862662901,36.508862662901,37.6569696138323,0.662288392127052
"573",573,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,12,46.8,0.364452483,4.10616604,0.410958904109589,46.8,40.9289368019333,40.9289368019333,41.4853083344786,0.723686073473641
"574",574,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,10,49.5,0.408905494,4.10616604,0.342465753424658,49.5,45.3490109409657,45.3490109409657,45.02998299814,0.762161854033888
"575",575,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,8,52.5,0.44888972,4.10616604,0.273972602739726,52.5,49.769085079998,49.769085079998,48.1684187663547,0.782039489108421
"576",576,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,6,54.4,0.490282124,4.10616604,0.205479452054795,54.4,54.1891592190303,54.1891592190303,50.7695458873546,0.80047996650433
"577",577,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,4,57.3,0.324923774,4.10616604,0.136986301369863,57.3,58.6092333580626,58.6092333580626,52.7022946093712,0.851462614233291
"578",578,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,2.8,60.1,0.299184679,4.10616604,0.0958904109589041,60.1,61.261277841482,61.261277841482,53.4865971943336,0.919475916240389
"579",579,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,1.8,63.3,0.164200118,4.10616604,0.0616438356164384,63.3,63.4713149109982,63.4713149109982,55.4619995661685,1.01122621081721
"580",580,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,1.3,66,0.181735775,4.10616604,0.0445205479452055,66,64.5763334457562,64.5763334457562,59.3028427889668,1.07270005724684
"581",581,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,0.8,70,0.205770017,4.10616604,0.0273972602739726,70,65.6813519805143,65.6813519805143,66.6155233753033,1.14660898745386
"582",582,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,0.3,74.7,0.079107191,4.10616604,0.0102739726027397,74.7,66.7863705152724,66.7863705152724,78.5773483336109,1.23462623421051
"583",583,27,"204ktd","singpur","sal",44,447379,3187352,"kanchanpur","sal",3,50,1,1,75,17.1,29.2,66,0.15,88.6,4.185273231,4.10616604,0.00513698630136986,88.6,67.1178760756998,67.1178760756998,83.2484863713982,1.26404761895895
"584",584,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,28.8,0,0.005699938,2.011474019,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"585",585,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,26,7.2,0.00869541,2.011474019,0.902777777777778,7.2,9.19034888693741,9.19034888693741,8.9941205582855,0.169613346352323
"586",586,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,24,10,0.009980807,2.011474019,0.833333333333333,10,13.6718129445674,13.6718129445674,14.4088425402387,0.245697128689432
"587",587,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,23.5,12,0.024324635,2.011474019,0.815972222222222,12,14.7921789589749,14.7921789589749,15.6919329997859,0.263063582204587
"588",588,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,22,16.4,0.044657679,2.011474019,0.763888888888889,16.4,18.1532770021974,18.1532770021974,19.4179459332798,0.316196749527126
"589",589,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,20.3,20,0.01083629,2.011474019,0.704861111111111,20,21.9625214511829,21.9625214511829,23.4855714659229,0.382263614837424
"590",590,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,20,22.8,0.095979893,2.011474019,0.694444444444444,22.8,22.6347410598274,22.6347410598274,24.1890914673253,0.394714687375904
"591",591,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,18,26.5,0.128692333,2.011474019,0.625,26.5,27.1162051174574,27.1162051174574,28.7645221889947,0.482534517692388
"592",592,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,16,30.6,0.149013911,2.011474019,0.555555555555556,30.6,31.5976691750873,31.5976691750873,33.1302685680389,0.572886273399676
"593",593,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,14,31,0.160484313,2.011474019,0.486111111111111,31,36.0791332327173,36.0791332327173,37.2720959205444,0.65521180540768
"594",594,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,12,32.9,0.178489035,2.011474019,0.416666666666667,32.9,40.5605972903473,40.5605972903473,41.1756901783108,0.719430143133479
"595",595,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,10,34.5,0.200997097,2.011474019,0.347222222222222,34.5,45.0420613479773,45.0420613479773,44.7954413075996,0.760202855021664
"596",596,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,8,37,0.221523658,2.011474019,0.277777777777778,37,49.5235254056073,49.5235254056073,48.0069474207589,0.781199409064688
"597",597,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,6,38.1,0.240925562,2.011474019,0.208333333333333,38.1,54.0049894632373,54.0049894632373,50.6736013246529,0.799362533323208
"598",598,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,4,40.2,0.154978834,2.011474019,0.138888888888889,40.2,58.4864535208673,58.4864535208673,52.6587958261454,0.849173576446439
"599",599,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,2.8,40.9,0.137287477,2.011474019,0.0972222222222222,40.9,61.1753319554453,61.1753319554453,53.4659834215435,0.916631098862378
"600",600,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,1.8,42.7,0.072952306,2.011474019,0.0625,42.7,63.4160639842603,63.4160639842603,55.3399751913577,1.00845054703289
"601",601,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,1.3,43.5,0.076912755,2.011474019,0.0451388888888889,43.5,64.5364299986678,64.5364299986678,59.1107997838478,1.07027344593203
"602",602,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,0.8,45,0.089042087,2.011474019,0.0277777777777778,45,65.6567960130753,65.6567960130753,66.4068683825124,1.14481970518615
"603",603,28,"206ktd","singpur","sal",44,447270,3187876,"kanchanpur","sal",3,75,1,1,75,14.7,28.8,43.5,0.3,50.1,2.011474019,2.011474019,0.0104166666666667,50.1,66.7771620274827,66.7771620274827,78.4552269206171,1.2338296244041
"604",604,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,30.3,0,0.002732123,1.847946928,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"605",605,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,28,5.5,0.007936688,1.847946928,0.924092409240924,5.5,7.81485001776385,7.81485001776385,7.22234579491767,0.141003688676838
"606",606,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,27,10,0.00400808,1.847946928,0.891089108910891,10,9.94465471841968,9.94465471841968,9.94179012729258,0.183863256256954
"607",607,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,26,11.3,0.027699391,1.847946928,0.858085808580858,11.3,12.0744594190755,12.0744594190755,12.5349395914357,0.22038785761079
"608",608,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,24,15,0.040693381,1.847946928,0.792079207920792,15,16.3340688203872,16.3340688203872,17.4216265290792,0.287056286327791
"609",609,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,22,17.9,0.031189284,1.847946928,0.726072607260726,17.9,20.5936782216989,20.5936782216989,22.0395960808224,0.35764200896651
"610",610,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,21,20,0.034454832,1.847946928,0.693069306930693,20,22.7234829223547,22.7234829223547,24.2816378420367,0.396375415163738
"611",611,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,20,21.9,0.082415642,1.847946928,0.66006600660066,21.9,24.8532876230105,24.8532876230105,26.4794716380018,0.437310059414937
"612",612,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,18.1,25,0.115581989,1.847946928,0.597359735973597,25,28.8999165542566,28.8999165542566,30.5280905748733,0.518743457063715
"613",613,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,16,26.7,0.11746044,1.847946928,0.528052805280528,26.7,33.3725064256339,33.3725064256339,34.798168290685,0.607067656292527
"614",614,29,"207ktd","singapur","sal",44,447085,3188026,"kanchanpur","sal",4,75,1,1,75,20.5,30.3,44.6,14,29.35,0.155480188,1.847946928,0.462046204620462,29.35,37.6321158269456,37.6321158269456,38.6525422832414,0.679928836623696
